elapsed,p10,p21,p31,p22,p32,t1,t2,p20,p30,pINJ,inj1,inj2,ign,lc
1693503297650972510,11.4588,1.14108,2.27698,1.23574,13.4467,28.8353,25.4825,3.63288,16.7157,4.77052,28.7513,29.9981,26.4877,-13.5661
1693503297720158345,11.4588,1.14108,2.27698,1.23574,13.4467,28.8353,25.4825,3.63288,16.7157,4.77052,28.7513,29.9981,26.4877,-13.5661
1693503297789344184,11.5535,0.857102,1.14108,1.23574,14.5826,28.446,25.4825,2.77966,17.9481,5.43414,28.9072,30.3096,26.8002,-12.8078
1693503297858475162,11.6482,1.14108,1.14108,1.33039,13.352,28.7868,26.3706,2.87446,18.0429,9.13146,27.9418,30.2802,26.4582,-12.6814
1693503297927663493,11.6482,1.14108,1.14108,1.33039,13.352,28.7868,26.3706,2.87446,18.0429,9.13146,27.9418,30.2802,26.4582,-12.6814
1693503297996811649,11.6482,0.95176,2.84493,1.23574,14.8665,28.5826,26.0098,4.67572,16.2417,5.71855,28.2833,30.3875,27.0345,-12.871
1693503298066013986,11.7428,1.04642,2.08766,1.14108,13.352,28.5532,25.8243,2.77966,17.7585,5.81335,28.2053,31.2437,27.1126,-13.1237
1693503298135209811,11.7428,1.04642,2.08766,1.14108,13.352,28.5532,25.8243,2.77966,17.7585,5.81335,28.2053,31.2437,27.1126,-13.1237
1693503298204398240,11.8375,0.95176,1.61437,1.14108,14.6772,28.709,25.512,4.1069,16.3365,5.90816,28.966,30.524,26.9372,-13.3765
1693503298273503886,12.9734,0.762443,2.27698,1.14108,13.068,27.9301,25.8243,2.87446,17.8533,7.51981,28.3127,31.5064,27.6105,-12.3654
1693503298342592705,12.9734,0.762443,2.27698,1.14108,13.068,27.9301,25.8243,2.87446,17.8533,7.51981,28.3127,31.5064,27.6105,-12.3654
1693503298411727870,11.6482,1.04642,2.37164,1.23574,13.068,28.6311,25.512,2.96926,16.4313,5.90816,28.5761,30.524,26.6247,-13.3765
1693503298480841684,11.7428,1.04642,4.2648,1.04642,13.068,27.9595,25.5414,2.96926,16.2417,7.89902,28.5467,30.9617,26.8296,-12.871
1693503298549947799,11.3642,0.95176,2.65561,1.14108,13.2573,28.0859,25.2777,4.2965,16.7157,7.2354,28.6835,30.6312,27.5132,-12.9974
1693503298619139650,11.3642,0.95176,2.65561,1.14108,13.2573,28.0859,25.2777,4.2965,16.7157,7.2354,28.6835,30.6312,27.5132,-12.9974
1693503298688328754,11.0802,1.14108,4.07549,1.14108,14.7719,28.6796,25.3263,2.49525,14.9144,5.52894,28.6541,30.9911,26.6247,-13.4397
1693503298757435525,11.8375,0.95176,3.98083,1.04642,14.2039,27.9786,25.4825,4.58091,16.3365,5.43414,28.5953,30.9324,26.9564,-13.1869
1693503298826627298,11.8375,0.95176,3.98083,1.04642,14.2039,27.9786,25.4825,4.58091,16.3365,5.43414,28.5953,30.9324,26.9564,-13.1869
1693503298895704247,12.8787,1.04642,2.37164,1.14108,13.352,28.2902,26.0291,3.53808,16.0521,6.57178,28.4393,31.5549,26.8002,-12.9974
1693503298964827302,11.5535,1.14108,2.65561,1.14108,13.068,28.4754,25.9804,4.0121,15.7677,5.43414,28.6733,31.2437,26.8002,-13.8189
1693503299034026972,11.5535,1.14108,2.65561,1.14108,13.068,28.4754,25.9804,4.0121,15.7677,5.43414,28.6733,31.2437,26.8002,-13.8189
1693503299103217219,11.7428,0.95176,1.80369,1.23574,12.6894,28.1345,26.4193,3.06406,18.1378,7.1406,28.4393,30.8546,26.8002,-12.9342
1693503299172404844,12.6894,0.95176,2.46629,1.23574,13.1627,28.2417,25.8243,2.87446,17.9481,7.42501,28.6733,31.0881,26.8002,-12.6814
1693503299241592997,12.6894,0.95176,2.46629,1.23574,13.1627,28.2417,25.8243,2.87446,17.9481,7.42501,28.6733,31.0881,26.8002,-12.6814
1693503299310786052,11.4588,0.95176,1.51971,1.23574,14.8665,28.8647,26.2146,3.72769,18.2326,5.71855,28.3127,30.8839,26.9077,-13.3765
1693503299379913560,11.4588,1.04642,2.27698,1.14108,14.1093,28.7868,25.3558,3.82249,18.2326,5.90816,28.2347,30.1053,27.142,-12.9342
1693503299449107075,11.4588,1.04642,2.27698,1.14108,14.1093,28.7868,25.3558,3.82249,18.2326,5.90816,28.2347,30.1053,27.142,-12.9342
1693503299518293019,11.8375,0.857102,2.65561,1.23574,14.6772,28.008,25.512,6.09776,17.9481,4.1069,28.7027,30.9617,26.8296,-13.8189
1693503299587478987,11.7428,1.04642,3.79151,1.14108,13.2573,28.6311,25.7462,1.64202,17.9481,7.2354,28.3907,31.3508,27.2201,-12.871
